Measures Filter,Date of Last Report ,Cumulative Incidence (c),Country or Subregion,Deaths,EW,Imported,Confirmed,Last_Report,Last Epidemiological Week Reported (a),Total Cases (b),Year,Population x 1000
4236,12/31/2016,899.36,Guadeloupe,0,15,0,28,12/31/2016,15,"4,236",2016,471
197,12/31/2016,266.22,Dominica,,15,,28,12/31/2016,15,197,2016,74
2465,12/31/2016,23.15,Dominican Republic,0,15,0,99,12/31/2016,15,"2,465",2016,10649
469,12/31/2016,2.86,Ecuador,0,15,0,133,12/31/2016,15,469,2016,16385
710,12/31/2016,14.62,Costa Rica,0,15,0,704,12/31/2016,15,710,2016,4857
15,12/31/2016,44.12,Virgin Islands (UK),,15,,0,12/31/2016,15,15,2016,34
214857,12/31/2016,102.52,Brazil,,15,,"102,131",12/31/2016,15,"214,857",2016,209568
0,12/31/2016,0,Chile,0,15,,0,12/31/2016,15,0,2016,18132
115,12/31/2016,31.34,Belize,,15,,7,12/31/2016,15,115,2016,367
92,12/31/2016,23.41,Bahamas,,15,,1,12/31/2016,15,92,2016,393
49,12/31/2016,52.13,Antigua and Barbuda,,15,,5,12/31/2016,15,49,2016,94
698,12/31/2016,6.41,Bolivia,0,15,,69,12/31/2016,15,698,2016,10888
1140,12/31/2016,760,Curaçao,0,15,0,245,12/31/2016,15,"1,140",2016,150
936,12/31/2016,0.73,Mexico,0,15,0,936,12/31/2016,15,936,2016,128632
4,12/31/2016,80,Montserrat,,15,,0,12/31/2016,15,4,2016,5
389,12/31/2016,341.23,Aruba,0,15,0,22,12/31/2016,15,389,2016,114
3,12/31/2016,,"Bonaire, Saint Eustatius and Saba",0,15,0,3,12/31/2016,15,3,2016,
142,12/31/2016,2.31,Nicaragua,0,15,0,142,12/31/2016,15,142,2016,6150
1046,12/31/2016,26.22,Panama,0,15,0,256,12/31/2016,15,"1,046",2016,3990
23,12/31/2016,0.34,Paraguay,0,15,0,2,12/31/2016,15,23,2016,6725
181,12/31/2016,0.57,Peru,0,15,0,82,12/31/2016,15,181,2016,31774
4394,12/31/2016,119.37,Puerto Rico,0,15,0,"4,394",12/31/2016,15,"4,394",2016,3681
0,12/31/2016,0,Saint Barthelemy,0,15,0,0,12/31/2016,15,0,2016,9
91,12/31/2016,175,Saint Kitts and Nevis,,15,,11,12/31/2016,15,91,2016,52
2,12/31/2016,11.76,Anguilla,0,15,0,0,12/31/2016,15,2,2016,17
11,12/31/2016,6.71,Saint Lucia,0,15,0,2,12/31/2016,15,11,2016,164
242,12/31/2016,756.25,Saint Martin,0,15,0,54,12/31/2016,15,242,2016,32
130,12/31/2016,127.45,Saint Vincent and the Grenadines,0,15,0,17,12/31/2016,15,130,2016,102
2837,12/31/2016,517.7,Suriname,0,15,0,581,12/31/2016,15,"2,837",2016,548
108,12/31/2016,7.91,Trinidad and Tobago,0,15,0,108,12/31/2016,15,108,2016,1365
35,12/31/2016,68.63,Turks and Caicos Islands,,15,,3,12/31/2016,15,35,2016,51
191,12/31/2016,185.44,Virgin Islands (US),0,15,0,14,12/31/2016,15,191,2016,103
39964,12/31/2016,126.79,Venezuela,0,15,0,0,12/31/2016,15,"39,964",2016,31519
,12/31/2016,,United States of America,,15,,,12/31/2016,-,,2016,324119
535,12/31/2016,183.85,Barbados,,16,,85,12/31/2016,16,535,2016,291
33,12/31/2016,57.89,Cayman Islands,,16,,2,12/31/2016,16,33,2016,57
50,12/31/2016,0.11,Argentina,,16,,7,12/31/2016,16,50,2016,43847
1,12/31/2016,0.01,Cuba,0,16,15,1,12/31/2016,16,1,2016,11393
6632,12/31/2016,107.91,El Salvador,0,16,0,3,12/31/2016,16,"6,632",2016,6146
21,12/31/2016,2.72,Guyana,0,16,0,21,12/31/2016,16,21,2016,771
1662,12/31/2016,59.29,Jamaica,0,16,0,30,12/31/2016,16,"1,662",2016,2803
22508,12/31/2016,"5,683.84",Martinique,0,16,0,0,12/31/2016,16,"22,508",2016,396
1453,12/31/2016,8.71,Guatemala,,16,,300,12/31/2016,16,"1,453",2016,16673
2330,12/31/2016,21.48,Haiti,0,16,0,0,12/31/2016,16,"2,330",2016,10848
18638,12/31/2016,227.57,Honduras,0,16,0,0,12/31/2016,16,"18,638",2016,8190
5656,12/31/2016,"2,049.28",French Guiana,0,16,0,48,12/31/2016,16,"5,656",2016,276
21,12/31/2016,18.92,Grenada,0,16,0,8,12/31/2016,16,21,2016,111
4683,12/31/2016,994.27,Guadeloupe,0,16,0,28,12/31/2016,16,"4,683",2016,471
253,12/31/2016,341.89,Dominica,,16,,31,12/31/2016,16,253,2016,74
2789,12/31/2016,26.19,Dominican Republic,0,16,0,103,12/31/2016,16,"2,789",2016,10649
474,12/31/2016,2.89,Ecuador,0,16,0,133,12/31/2016,16,474,2016,16385
64677,12/31/2016,132.93,Colombia,0,16,0,"6,621",12/31/2016,16,"64,677",2016,48654
715,12/31/2016,14.72,Costa Rica,0,16,0,709,12/31/2016,16,715,2016,4857
0,12/31/2016,0,Canada,0,16,0,,12/31/2016,16,0,2016,0
223539,12/31/2016,106.67,Brazil,,16,,"106,609",12/31/2016,16,"223,539",2016,209568
0,12/31/2016,0,Chile,0,16,,0,12/31/2016,16,0,2016,18132
120,12/31/2016,32.7,Belize,,16,,8,12/31/2016,16,120,2016,367
95,12/31/2016,24.17,Bahamas,,16,,1,12/31/2016,16,95,2016,393
49,12/31/2016,52.13,Antigua and Barbuda,,16,,5,12/31/2016,16,49,2016,94
752,12/31/2016,6.91,Bolivia,0,16,,83,12/31/2016,16,752,2016,10888
15,12/31/2016,44.12,Virgin Islands (UK),,16,,0,12/31/2016,16,15,2016,34
1184,12/31/2016,789.33,Curaçao,0,16,0,252,12/31/2016,16,"1,184",2016,150
959,12/31/2016,0.75,Mexico,0,16,0,959,12/31/2016,16,959,2016,128632
4,12/31/2016,80,Montserrat,,16,,0,12/31/2016,16,4,2016,5
420,12/31/2016,368.42,Aruba,0,16,0,23,12/31/2016,16,420,2016,114
3,12/31/2016,,"Bonaire, Saint Eustatius and Saba",0,16,0,3,12/31/2016,16,3,2016,
156,12/31/2016,2.54,Nicaragua,0,16,0,156,12/31/2016,16,156,2016,6150
1099,12/31/2016,27.54,Panama,0,16,0,272,12/31/2016,16,"1,099",2016,3990
24,12/31/2016,0.36,Paraguay,0,16,0,3,12/31/2016,16,24,2016,6725
183,12/31/2016,0.58,Peru,0,16,0,83,12/31/2016,16,183,2016,31774
4539,12/31/2016,123.31,Puerto Rico,0,16,0,"4,539",12/31/2016,16,"4,539",2016,3681
1,12/31/2016,11.11,Saint Barthelemy,0,16,0,1,12/31/2016,16,1,2016,9
91,12/31/2016,175,Saint Kitts and Nevis,,16,,11,12/31/2016,16,91,2016,52
2,12/31/2016,11.76,Anguilla,0,16,0,0,12/31/2016,16,2,2016,17
11,12/31/2016,6.71,Saint Lucia,0,16,0,2,12/31/2016,16,11,2016,164
278,12/31/2016,868.75,Saint Martin,0,16,0,61,12/31/2016,16,278,2016,32
131,12/31/2016,128.43,Saint Vincent and the Grenadines,0,16,0,17,12/31/2016,16,131,2016,102
2857,12/31/2016,521.35,Suriname,0,16,0,586,12/31/2016,16,"2,857",2016,548
108,12/31/2016,7.91,Trinidad and Tobago,0,16,0,108,12/31/2016,16,108,2016,1365
35,12/31/2016,68.63,Turks and Caicos Islands,,16,,3,12/31/2016,16,35,2016,51
206,12/31/2016,200,Virgin Islands (US),0,16,0,14,12/31/2016,16,206,2016,103
41532,12/31/2016,131.77,Venezuela,0,16,0,0,12/31/2016,16,"41,532",2016,31519
,12/31/2016,,United States of America,,16,,,12/31/2016,-,,2016,324119
545,12/31/2016,187.29,Barbados,,17,,89,12/31/2016,17,545,2016,291
34,12/31/2016,59.65,Cayman Islands,,17,,2,12/31/2016,17,34,2016,57
58,12/31/2016,0.13,Argentina,,17,,12,12/31/2016,17,58,2016,43847
1,12/31/2016,0.01,Cuba,0,17,15,1,12/31/2016,17,1,2016,11393
6695,12/31/2016,108.93,El Salvador,0,17,0,3,12/31/2016,17,"6,695",2016,6146
21,12/31/2016,2.72,Guyana,0,17,0,21,12/31/2016,17,21,2016,771
1754,12/31/2016,62.58,Jamaica,0,17,0,32,12/31/2016,17,"1,754",2016,2803
24227,12/31/2016,"6,117.93",Martinique,0,17,0,0,12/31/2016,17,"24,227",2016,396
1508,12/31/2016,9.04,Guatemala,,17,,309,12/31/2016,17,"1,508",2016,16673
2372,12/31/2016,21.87,Haiti,0,17,0,0,12/31/2016,17,"2,372",2016,10848
19149,12/31/2016,233.81,Honduras,0,17,0,0,12/31/2016,17,"19,149",2016,8190
6144,12/31/2016,"2,226.09",French Guiana,0,17,0,48,12/31/2016,17,"6,144",2016,276
21,12/31/2016,18.92,Grenada,0,17,0,8,12/31/2016,17,21,2016,111
5533,12/31/2016,"1,174.73",Guadeloupe,0,17,0,28,12/31/2016,17,"5,533",2016,471
334,12/31/2016,451.35,Dominica,,17,,34,12/31/2016,17,334,2016,74
3078,12/31/2016,28.9,Dominican Republic,0,17,0,122,12/31/2016,17,"3,078",2016,10649
504,12/31/2016,3.08,Ecuador,0,17,0,146,12/31/2016,17,504,2016,16385
67527,12/31/2016,138.79,Colombia,0,17,0,"6,775",12/31/2016,17,"67,527",2016,48654
718,12/31/2016,14.78,Costa Rica,0,17,0,712,12/31/2016,17,718,2016,4857
0,12/31/2016,0,Canada,0,17,0,,12/31/2016,17,0,2016,0
231160,12/31/2016,110.3,Brazil,,17,,"110,417",12/31/2016,17,"231,160",2016,209568
120,12/31/2016,32.7,Belize,,17,,8,12/31/2016,17,120,2016,367
100,12/31/2016,25.45,Bahamas,,17,,1,12/31/2016,17,100,2016,393
50,12/31/2016,53.19,Antigua and Barbuda,,17,,6,12/31/2016,17,50,2016,94
815,12/31/2016,7.49,Bolivia,0,17,,96,12/31/2016,17,815,2016,10888
0,12/31/2016,0,Chile,0,17,,0,12/31/2016,17,0,2016,18132
15,12/31/2016,44.12,Virgin Islands (UK),,17,,0,12/31/2016,17,15,2016,34
1209,12/31/2016,806,Curaçao,0,17,0,259,12/31/2016,17,"1,209",2016,150
987,12/31/2016,0.77,Mexico,0,17,0,987,12/31/2016,17,987,2016,128632
4,12/31/2016,80,Montserrat,,17,,0,12/31/2016,17,4,2016,5
431,12/31/2016,378.07,Aruba,0,17,0,23,12/31/2016,17,431,2016,114
3,12/31/2016,,"Bonaire, Saint Eustatius and Saba",0,17,0,3,12/31/2016,17,3,2016,
180,12/31/2016,2.93,Nicaragua,0,17,0,180,12/31/2016,17,180,2016,6150
1158,12/31/2016,29.02,Panama,0,17,0,276,12/31/2016,17,"1,158",2016,3990
24,12/31/2016,0.36,Paraguay,0,17,0,3,12/31/2016,17,24,2016,6725
188,12/31/2016,0.59,Peru,0,17,0,85,12/31/2016,17,188,2016,31774
4802,12/31/2016,130.45,Puerto Rico,0,17,0,"4,802",12/31/2016,17,"4,802",2016,3681
11,12/31/2016,122.22,Saint Barthelemy,0,17,0,1,12/31/2016,17,11,2016,9
91,12/31/2016,175,Saint Kitts and Nevis,,17,,11,12/31/2016,17,91,2016,52
2,12/31/2016,11.76,Anguilla,0,17,0,0,12/31/2016,17,2,2016,17
11,12/31/2016,6.71,Saint Lucia,0,17,0,2,12/31/2016,17,11,2016,164
322,12/31/2016,"1,006.25",Saint Martin,0,17,0,82,12/31/2016,17,322,2016,32
137,12/31/2016,134.31,Saint Vincent and the Grenadines,0,17,0,18,12/31/2016,17,137,2016,102
2865,12/31/2016,522.81,Suriname,0,17,0,588,12/31/2016,17,"2,865",2016,548
111,12/31/2016,8.13,Trinidad and Tobago,0,17,0,111,12/31/2016,17,111,2016,1365
35,12/31/2016,68.63,Turks and Caicos Islands,,17,,3,12/31/2016,17,35,2016,51
219,12/31/2016,212.62,Virgin Islands (US),0,17,0,16,12/31/2016,17,219,2016,103
42815,12/31/2016,135.84,Venezuela,0,17,0,0,12/31/2016,17,"42,815",2016,31519
,12/31/2016,,United States of America,,17,,,12/31/2016,-,,2016,324119
547,12/31/2016,187.97,Barbados,,18,,89,12/31/2016,18,547,2016,291
35,12/31/2016,61.4,Cayman Islands,,18,,2,12/31/2016,18,35,2016,57
73,12/31/2016,0.17,Argentina,,18,,17,12/31/2016,18,73,2016,43847
1,12/31/2016,0.01,Cuba,0,18,15,1,12/31/2016,18,1,2016,11393
6767,12/31/2016,110.1,El Salvador,0,18,0,3,12/31/2016,18,"6,767",2016,6146
1883,12/31/2016,67.18,Jamaica,0,18,0,35,12/31/2016,18,"1,883",2016,2803
25406,12/31/2016,"6,415.66",Martinique,0,18,0,0,12/31/2016,18,"25,406",2016,396
22,12/31/2016,2.85,Guyana,0,18,0,22,12/31/2016,18,22,2016,771
1547,12/31/2016,9.28,Guatemala,,18,,318,12/31/2016,18,"1,547",2016,16673
2396,12/31/2016,22.09,Haiti,0,18,0,0,12/31/2016,18,"2,396",2016,10848
19678,12/31/2016,240.27,Honduras,0,18,0,0,12/31/2016,18,"19,678",2016,8190
6552,12/31/2016,"2,373.91",French Guiana,0,18,0,48,12/31/2016,18,"6,552",2016,276
22,12/31/2016,19.82,Grenada,0,18,0,9,12/31/2016,18,22,2016,111
6413,12/31/2016,"1,361.57",Guadeloupe,0,18,0,28,12/31/2016,18,"6,413",2016,471
416,12/31/2016,562.16,Dominica,,18,,38,12/31/2016,18,416,2016,74
3406,12/31/2016,31.98,Dominican Republic,0,18,0,138,12/31/2016,18,"3,406",2016,10649
566,12/31/2016,3.45,Ecuador,0,18,0,176,12/31/2016,18,566,2016,16385
70197,12/31/2016,144.28,Colombia,0,18,0,"6,954",12/31/2016,18,"70,197",2016,48654
740,12/31/2016,15.24,Costa Rica,0,18,0,734,12/31/2016,18,740,2016,4857
0,12/31/2016,0,Canada,0,18,0,,12/31/2016,18,0,2016,0
237507,12/31/2016,113.33,Brazil,,18,,"113,437",12/31/2016,18,"237,507",2016,209568
125,12/31/2016,34.06,Belize,,18,,9,12/31/2016,18,125,2016,367
106,12/31/2016,26.97,Bahamas,,18,,1,12/31/2016,18,106,2016,393
53,12/31/2016,56.38,Antigua and Barbuda,,18,,6,12/31/2016,18,53,2016,94
849,12/31/2016,7.8,Bolivia,0,18,,101,12/31/2016,18,849,2016,10888
0,12/31/2016,0,Chile,0,18,,0,12/31/2016,18,0,2016,18132
15,12/31/2016,44.12,Virgin Islands (UK),,18,,0,12/31/2016,18,15,2016,34
1238,12/31/2016,825.33,Curaçao,0,18,0,267,12/31/2016,18,"1,238",2016,150
1012,12/31/2016,0.79,Mexico,0,18,0,"1,012",12/31/2016,18,"1,012",2016,128632
4,12/31/2016,80,Montserrat,,18,,0,12/31/2016,18,4,2016,5
440,12/31/2016,385.96,Aruba,0,18,0,23,12/31/2016,18,440,2016,114
3,12/31/2016,,"Bonaire, Saint Eustatius and Saba",0,18,0,3,12/31/2016,18,3,2016,
188,12/31/2016,3.06,Nicaragua,0,18,0,188,12/31/2016,18,188,2016,6150
1231,12/31/2016,30.85,Panama,0,18,0,277,12/31/2016,18,"1,231",2016,3990
24,12/31/2016,0.36,Paraguay,0,18,0,3,12/31/2016,18,24,2016,6725
190,12/31/2016,0.6,Peru,0,18,0,87,12/31/2016,18,190,2016,31774
5016,12/31/2016,136.27,Puerto Rico,0,18,0,"5,016",12/31/2016,18,"5,016",2016,3681
11,12/31/2016,122.22,Saint Barthelemy,0,18,0,1,12/31/2016,18,11,2016,9
91,12/31/2016,175,Saint Kitts and Nevis,,18,,11,12/31/2016,18,91,2016,52
2,12/31/2016,11.76,Anguilla,0,18,0,0,12/31/2016,18,2,2016,17
11,12/31/2016,6.71,Saint Lucia,0,18,0,2,12/31/2016,18,11,2016,164
343,12/31/2016,"1,071.88",Saint Martin,0,18,0,83,12/31/2016,18,343,2016,32
143,12/31/2016,140.2,Saint Vincent and the Grenadines,0,18,0,18,12/31/2016,18,143,2016,102
2872,12/31/2016,524.09,Suriname,0,18,0,588,12/31/2016,18,"2,872",2016,548
114,12/31/2016,8.35,Trinidad and Tobago,0,18,0,114,12/31/2016,18,114,2016,1365
35,12/31/2016,68.63,Turks and Caicos Islands,,18,,3,12/31/2016,18,35,2016,51
231,12/31/2016,224.27,Virgin Islands (US),0,18,0,21,12/31/2016,18,231,2016,103
43818,12/31/2016,139.02,Venezuela,0,18,0,0,12/31/2016,18,"43,818",2016,31519
,12/31/2016,,United States of America,,18,,,12/31/2016,-,,2016,324119
551,12/31/2016,189.35,Barbados,,19,,90,12/31/2016,19,551,2016,291
37,12/31/2016,64.91,Cayman Islands,,19,,2,12/31/2016,19,37,2016,57
88,12/31/2016,0.2,Argentina,,19,,25,12/31/2016,19,88,2016,43847
1,12/31/2016,0.01,Cuba,0,19,15,1,12/31/2016,19,1,2016,11393
6820,12/31/2016,110.97,El Salvador,0,19,0,3,12/31/2016,19,"6,820",2016,6146
2055,12/31/2016,73.31,Jamaica,0,19,0,36,12/31/2016,19,"2,055",2016,2803
27100,12/31/2016,"6,843.43",Martinique,0,19,0,0,12/31/2016,19,"27,100",2016,396
24,12/31/2016,3.11,Guyana,0,19,0,24,12/31/2016,19,24,2016,771
1613,12/31/2016,9.67,Guatemala,,19,,326,12/31/2016,19,"1,613",2016,16673
2433,12/31/2016,22.43,Haiti,0,19,0,0,12/31/2016,19,"2,433",2016,10848
20333,12/31/2016,248.27,Honduras,0,19,0,0,12/31/2016,19,"20,333",2016,8190
7037,12/31/2016,"2,549.64",French Guiana,0,19,0,48,12/31/2016,19,"7,037",2016,276
22,12/31/2016,19.82,Grenada,0,19,0,9,12/31/2016,19,22,2016,111
7549,12/31/2016,"1,602.76",Guadeloupe,0,19,0,28,12/31/2016,19,"7,549",2016,471
480,12/31/2016,648.65,Dominica,,19,,42,12/31/2016,19,480,2016,74
3690,12/31/2016,34.65,Dominican Republic,0,19,0,160,12/31/2016,19,"3,690",2016,10649
645,12/31/2016,3.94,Ecuador,0,19,0,235,12/31/2016,19,645,2016,16385
72853,12/31/2016,149.74,Colombia,0,19,0,"7,153",12/31/2016,19,"72,853",2016,48654
781,12/31/2016,16.08,Costa Rica,0,19,0,775,12/31/2016,19,781,2016,4857
0,12/31/2016,0,Canada,0,19,0,,12/31/2016,19,0,2016,0
242608,12/31/2016,115.77,Brazil,,19,,"116,008",12/31/2016,19,"242,608",2016,209568
133,12/31/2016,36.24,Belize,,19,,10,12/31/2016,19,133,2016,367
111,12/31/2016,28.24,Bahamas,,19,,1,12/31/2016,19,111,2016,393
61,12/31/2016,64.89,Antigua and Barbuda,,19,,6,12/31/2016,19,61,2016,94
886,12/31/2016,8.14,Bolivia,0,19,,107,12/31/2016,19,886,2016,10888
0,12/31/2016,0,Chile,0,19,,0,12/31/2016,19,0,2016,18132
15,12/31/2016,44.12,Virgin Islands (UK),,19,,0,12/31/2016,19,15,2016,34
1287,12/31/2016,858,Curaçao,0,19,0,279,12/31/2016,19,"1,287",2016,150
1059,12/31/2016,0.82,Mexico,0,19,0,"1,059",12/31/2016,19,"1,059",2016,128632
5,12/31/2016,100,Montserrat,,19,,0,12/31/2016,19,5,2016,5
463,12/31/2016,406.14,Aruba,0,19,0,23,12/31/2016,19,463,2016,114
3,12/31/2016,,"Bonaire, Saint Eustatius and Saba",0,19,0,3,12/31/2016,19,3,2016,
199,12/31/2016,3.24,Nicaragua,0,19,0,199,12/31/2016,19,199,2016,6150
1330,12/31/2016,33.33,Panama,0,19,0,278,12/31/2016,19,"1,330",2016,3990
24,12/31/2016,0.36,Paraguay,0,19,0,3,12/31/2016,19,24,2016,6725
198,12/31/2016,0.62,Peru,0,19,0,95,12/31/2016,19,198,2016,31774
5352,12/31/2016,145.4,Puerto Rico,0,19,0,"5,352",12/31/2016,19,"5,352",2016,3681
17,12/31/2016,188.89,Saint Barthelemy,0,19,0,1,12/31/2016,19,17,2016,9
91,12/31/2016,175,Saint Kitts and Nevis,,19,,11,12/31/2016,19,91,2016,52
2,12/31/2016,11.76,Anguilla,0,19,0,0,12/31/2016,19,2,2016,17
22,12/31/2016,13.41,Saint Lucia,0,19,0,4,12/31/2016,19,22,2016,164
424,12/31/2016,"1,325.00",Saint Martin,0,19,0,99,12/31/2016,19,424,2016,32
157,12/31/2016,153.92,Saint Vincent and the Grenadines,0,19,0,22,12/31/2016,19,157,2016,102
2881,12/31/2016,525.73,Suriname,0,19,0,589,12/31/2016,19,"2,881",2016,548
120,12/31/2016,8.79,Trinidad and Tobago,0,19,0,120,12/31/2016,19,120,2016,1365
35,12/31/2016,68.63,Turks and Caicos Islands,,19,,3,12/31/2016,19,35,2016,51
233,12/31/2016,226.21,Virgin Islands (US),0,19,0,21,12/31/2016,19,233,2016,103
45049,12/31/2016,142.93,Venezuela,0,19,0,0,12/31/2016,19,"45,049",2016,31519
,12/31/2016,,United States of America,,19,,,12/31/2016,-,,2016,324119
551,12/31/2016,189.35,Barbados,,20,,90,12/31/2016,20,551,2016,291
920,12/31/2016,8.45,Bolivia,0,20,,116,12/31/2016,20,920,2016,10888
37,12/31/2016,64.91,Cayman Islands,,20,,2,12/31/2016,20,37,2016,57
88,12/31/2016,0.2,Argentina,,20,,25,12/31/2016,20,88,2016,43847
1,12/31/2016,0.01,Cuba,0,20,15,1,12/31/2016,20,1,2016,11393
6875,12/31/2016,111.86,El Salvador,0,20,0,3,12/31/2016,20,"6,875",2016,6146
2152,12/31/2016,76.77,Jamaica,0,20,0,42,12/31/2016,20,"2,152",2016,2803
28200,12/31/2016,"7,121.21",Martinique,0,20,0,0,12/31/2016,20,"28,200",2016,396
24,12/31/2016,3.11,Guyana,0,20,0,24,12/31/2016,20,24,2016,771
1690,12/31/2016,10.14,Guatemala,,20,,341,12/31/2016,20,"1,690",2016,16673
2465,12/31/2016,22.72,Haiti,0,20,0,0,12/31/2016,20,"2,465",2016,10848
21042,12/31/2016,256.92,Honduras,0,20,0,16,12/31/2016,20,"21,042",2016,8190
7492,12/31/2016,"2,714.49",French Guiana,0,20,0,48,12/31/2016,20,"7,492",2016,276
23,12/31/2016,20.72,Grenada,0,20,0,10,12/31/2016,20,23,2016,111
8849,12/31/2016,"1,878.77",Guadeloupe,0,20,0,28,12/31/2016,20,"8,849",2016,471
480,12/31/2016,648.65,Dominica,,20,,42,12/31/2016,20,480,2016,74
3921,12/31/2016,36.82,Dominican Republic,0,20,0,160,12/31/2016,20,"3,921",2016,10649
674,12/31/2016,4.11,Ecuador,0,20,0,264,12/31/2016,20,674,2016,16385
75456,12/31/2016,155.09,Colombia,0,20,0,"7,201",12/31/2016,20,"75,456",2016,48654
815,12/31/2016,16.78,Costa Rica,0,20,2,792,12/31/2016,20,815,2016,4857
0,12/31/2016,0,Canada,0,20,0,,12/31/2016,20,0,2016,0
246779,12/31/2016,117.76,Brazil,,20,,"117,886",12/31/2016,20,"246,779",2016,209568
133,12/31/2016,36.24,Belize,,20,,10,12/31/2016,20,133,2016,367
111,12/31/2016,28.24,Bahamas,,20,,1,12/31/2016,20,111,2016,393
61,12/31/2016,64.89,Antigua and Barbuda,,20,,6,12/31/2016,20,61,2016,94
0,12/31/2016,0,Chile,0,20,,0,12/31/2016,20,0,2016,18132
15,12/31/2016,44.12,Virgin Islands (UK),,20,,0,12/31/2016,20,15,2016,34
1287,12/31/2016,858,Curaçao,0,20,0,279,12/31/2016,20,"1,287",2016,150
1105,12/31/2016,0.86,Mexico,0,20,0,"1,105",12/31/2016,20,"1,105",2016,128632
5,12/31/2016,100,Montserrat,,20,,0,12/31/2016,20,5,2016,5
463,12/31/2016,406.14,Aruba,0,20,0,23,12/31/2016,20,463,2016,114
3,12/31/2016,,"Bonaire, Saint Eustatius and Saba",0,20,0,3,12/31/2016,20,3,2016,
202,12/31/2016,3.28,Nicaragua,0,20,0,202,12/31/2016,20,202,2016,6150
1422,12/31/2016,35.64,Panama,0,20,0,281,12/31/2016,20,"1,422",2016,3990
24,12/31/2016,0.36,Paraguay,0,20,0,3,12/31/2016,20,24,2016,6725
218,12/31/2016,0.69,Peru,0,20,2,115,12/31/2016,20,218,2016,31774
5534,12/31/2016,150.34,Puerto Rico,0,20,0,"5,534",12/31/2016,20,"5,534",2016,3681
32,12/31/2016,355.56,Saint Barthelemy,0,20,0,7,12/31/2016,20,32,2016,9
91,12/31/2016,175,Saint Kitts and Nevis,,20,,11,12/31/2016,20,91,2016,52
2,12/31/2016,11.76,Anguilla,0,20,0,0,12/31/2016,20,2,2016,17
22,12/31/2016,13.41,Saint Lucia,0,20,0,4,12/31/2016,20,22,2016,164
529,12/31/2016,"1,653.13",Saint Martin,0,20,0,109,12/31/2016,20,529,2016,32
158,12/31/2016,154.9,Saint Vincent and the Grenadines,0,20,0,23,12/31/2016,20,158,2016,102
2891,12/31/2016,527.55,Suriname,0,20,0,595,12/31/2016,20,"2,891",2016,548
127,12/31/2016,9.3,Trinidad and Tobago,0,20,0,127,12/31/2016,20,127,2016,1365
35,12/31/2016,68.63,Turks and Caicos Islands,,20,,3,12/31/2016,20,35,2016,51
249,12/31/2016,241.75,Virgin Islands (US),0,20,0,21,12/31/2016,20,249,2016,103
46387,12/31/2016,147.17,Venezuela,0,20,0,0,12/31/2016,20,"46,387",2016,31519
,12/31/2016,,United States of America,,20,,,12/31/2016,-,,2016,324119
561,12/31/2016,192.78,Barbados,,21,,91,12/31/2016,21,561,2016,291
951,12/31/2016,8.73,Bolivia,0,21,,123,12/31/2016,21,951,2016,10888
94,12/31/2016,0.21,Argentina,,21,,26,12/31/2016,21,94,2016,43847
38,12/31/2016,66.67,Cayman Islands,,21,,2,12/31/2016,21,38,2016,57
1,12/31/2016,0.01,Cuba,0,21,15,1,12/31/2016,21,1,2016,11393
6955,12/31/2016,113.16,El Salvador,0,21,0,3,12/31/2016,21,"6,955",2016,6146
2438,12/31/2016,86.98,Jamaica,0,21,0,44,12/31/2016,21,"2,438",2016,2803
26,12/31/2016,3.37,Guyana,0,21,0,26,12/31/2016,21,26,2016,771
1793,12/31/2016,10.75,Guatemala,,21,,353,12/31/2016,21,"1,793",2016,16673
2487,12/31/2016,22.93,Haiti,0,21,0,0,12/31/2016,21,"2,487",2016,10848
29344,12/31/2016,"7,410.10",Martinique,0,21,0,0,12/31/2016,21,"29,344",2016,396
21748,12/31/2016,265.54,Honduras,0,21,0,32,12/31/2016,21,"21,748",2016,8190
7971,12/31/2016,"2,888.04",French Guiana,0,21,0,48,12/31/2016,21,"7,971",2016,276
25,12/31/2016,22.52,Grenada,0,21,0,12,12/31/2016,21,25,2016,111
10315,12/31/2016,"2,190.02",Guadeloupe,0,21,0,28,12/31/2016,21,"10,315",2016,471
518,12/31/2016,700,Dominica,,21,,43,12/31/2016,21,518,2016,74
4146,12/31/2016,38.93,Dominican Republic,0,21,0,185,12/31/2016,21,"4,146",2016,10649
811,12/31/2016,4.95,Ecuador,0,21,0,311,12/31/2016,21,811,2016,16385
77721,12/31/2016,159.74,Colombia,0,21,0,"7,289",12/31/2016,21,"77,721",2016,48654
885,12/31/2016,18.22,Costa Rica,0,21,2,862,12/31/2016,21,885,2016,4857
0,12/31/2016,0,Canada,0,21,0,,12/31/2016,21,0,2016,0
249813,12/31/2016,119.2,Brazil,,21,,"119,282",12/31/2016,21,"249,813",2016,209568
144,12/31/2016,39.24,Belize,,21,,11,12/31/2016,21,144,2016,367
117,12/31/2016,29.77,Bahamas,,21,,1,12/31/2016,21,117,2016,393
62,12/31/2016,65.96,Antigua and Barbuda,,21,,6,12/31/2016,21,62,2016,94
0,12/31/2016,0,Chile,0,21,,0,12/31/2016,21,0,2016,18132
15,12/31/2016,44.12,Virgin Islands (UK),,21,,0,12/31/2016,21,15,2016,34
1328,12/31/2016,885.33,Curaçao,0,21,0,292,12/31/2016,21,"1,328",2016,150
1177,12/31/2016,0.92,Mexico,0,21,0,"1,177",12/31/2016,21,"1,177",2016,128632
